Q2,x,y,gen,rec,gen_rec,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p_opt,sigma_p2p_pess,sigma_norm_opt,sigma_norm_pess
1.2589254117941673,0.0001258925411794,0.505050505050505,74965867.32793671,17835836.54149878,13230626.267435225,0.7418001525553019,0.1764886706313702,0.3336298129055954,0.0284895540012037,0.023678449362991134,1.2,4.2,1,1.5
1.2589254117941673,0.0001995262314968,0.3186653254950473,84451529.61964746,21907060.099884223,11564043.524236413,0.5278683434249367,0.1369311316955242,0.3064617636675313,0.022826132921309,0.021365248582415074,1.2,4.2,1,1.5
1.2589254117941673,0.0003162277660168,0.2010642275522713,100573166.76814295,25525925.48511573,9693389.424727544,0.37974683544304,0.0963814677037491,0.2858092935905625,0.0243000874189913,0.01979289184064202,1.2,4.2,1,1.5
1.2589254117941673,0.0005011872336272,0.1268629510863423,110470627.54918133,55510810.10560791,7618663.968908639,0.1372464922492452,0.0689655172413755,0.2691452703032735,0.016515363047947,0.01342181403975066,1.2,4.2,1,1.5
1.2589254117941673,0.0007943282347242,0.0800451107303592,119653838.58313446,71601836.55065688,5169807.693188005,0.0722021660649789,0.0432063672541192,0.2547339546963825,0.0136361055484291,0.011817834917536242,1.2,4.2,1,1.5
1.2589254117941673,0.0012589254117941,0.0505050505050505,122578861.35691212,42844781.25729626,2925022.773777424,0.0682702230689836,0.0238623751387333,0.2406675355764875,0.0124613979199492,0.015277455769694286,1.2,4.2,1,1.5
1.2589254117941673,0.0019952623149688,0.0318665325495046,130299561.00397642,23037955.532769065,2108737.3485372127,0.0915331807780319,0.0161837640302783,0.2248610632161106,0.0091706173860023,0.02083425772357119,1.2,4.2,1,1.5
1.2589254117941673,0.0031622776601683,0.0201064227552271,133224583.77775408,14410838.944761738,1326463.8160153434,0.0920462591456207,0.009956599438345,0.2128622165399797,0.0084881458687222,0.026342401677510226,1.2,4.2,1,1.5
1.2589254117941673,0.0050118723362727,0.0126862951086342,136863856.29861698,8659427.886089927,714249.747085185,0.0824823252160249,0.0052186878727631,0.2067565817194103,0.0087509625971853,0.03398250582955444,1.2,4.2,1,1.5
1.2589254117941673,0.0079432823472428,0.0080045110730359,138122296.32919574,5848344.95291893,646225.9616485008,0.1104972375690608,0.0046786505786749,0.2052325430614297,0.007755726068209,0.041350761298791845,1.2,4.2,1,1.5
1.2589254117941673,0.0125892541179416,0.005050505050505,143122044.55879244,3715799.2794788782,612214.0689301586,0.1647597254004577,0.0042775665399236,0.2056337341042332,0.0077002883645394,0.05187688337141654,1.2,4.2,1,1.5
1.99526231496888,0.0001258925411794,0.8004511073035926,31555500.57764672,6217661.183314028,4931724.44415961,0.7931799914402845,0.1562873145372678,0.5186274379482589,0.0455998216491556,0.040103887539691324,1.2,4.2,1,1.5
1.99526231496888,0.0001995262314968,0.5050505050505053,50575684.47217592,16898808.89710848,12448352.734913332,0.7366408372748297,0.2461331540013415,0.4725165978449143,0.0288697999525108,0.024326070029783476,1.2,4.2,1,1.5
1.99526231496888,0.0003162277660168,0.3186653254950471,71935153.09929653,27884650.24513269,17346065.286354702,0.6220650118924295,0.2411347517730428,0.4413644056743962,0.0257701844531667,0.018937271221556883,1.2,4.2,1,1.5
1.99526231496888,0.0005011872336272,0.2010642275522712,88226849.71138375,41649263.22824644,18536481.531496644,0.4450614511453168,0.2101002313029988,0.4168366411583246,0.0204080044710672,0.015495169753600043,1.2,4.2,1,1.5
1.99526231496888,0.0007943282347242,0.1268629510863424,91389955.73418982,75963861.79178463,13944876.014520427,0.1835724999440265,0.1525865277260827,0.3949282242031776,0.0183315386657522,0.011473514861754755,1.2,4.2,1,1.5
1.99526231496888,0.0012589254117941,0.0800451107303592,98260358.0632955,97935544.48783544,9693389.424727544,0.0989772352358908,0.0986500519210752,0.373125347982001,0.0163116332601151,0.010104849018725026,1.2,4.2,1,1.5
1.99526231496888,0.0019952623149688,0.0505050505050504,98328381.8487322,60066703.13523021,4897712.551441268,0.0815378953030746,0.0498097544102361,0.3491585316063182,0.011593372539505,0.012902774350412562,1.2,4.2,1,1.5
1.99526231496888,0.0031622776601683,0.0318665325495047,102375797.08221523,37513417.0736957,2822987.095622397,0.0752527313114823,0.0275747508305633,0.3303524411777905,0.0109148913406214,0.016327011070289093,1.2,4.2,1,1.5
1.99526231496888,0.0050118723362727,0.0201064227552271,102273761.4040602,19839137.02260908,1564547.0650437383,0.0788616492370988,0.0152976388426995,0.3187682737690794,0.0108429271395055,0.02245115103576709,1.2,4.2,1,1.5
1.99526231496888,0.0079432823472428,0.0126862951086342,103464177.64920229,12762962.742558016,1360475.7087336855,0.106595602931378,0.0131492439184739,0.3125805149785478,0.0093887564783237,0.027991376079619556,1.2,4.2,1,1.5
1.99526231496888,0.0125892541179416,0.0080045110730359,102817951.68755372,7625466.347452307,646225.9616485008,0.0847457627118644,0.0062851472047631,0.3091050790934028,0.0087394561907932,0.036213191028734215,1.2,4.2,1,1.5
1.99526231496888,0.0199526231496888,0.005050505050505,104144415.50356916,5299052.885517705,374130.8199017637,0.0706033376123235,0.0035924232527757,0.3086324706319772,0.0077948948915694,0.043441105930912764,1.2,4.2,1,1.5
3.1622776601683795,0.0001995262314968,0.800451107303593,20597701.94174765,5060900.62683863,4017642.913241498,0.7938592771285418,0.1950529687536887,0.635776544186823,0.0357827642691164,0.044451466676426084,1.2,4.2,1,1.5
3.1622776601683795,0.0003162277660168,0.5050505050505051,44861686.49549397,14798574.521750849,12516376.52035002,0.8457825787175332,0.2789992418498844,0.5989824427989574,0.0217191842227325,0.025995014144810903,1.2,4.2,1,1.5
3.1622776601683795,0.0005011872336272,0.3186653254950469,58296384.11924022,26333707.93717633,17448100.964509726,0.6625766871165741,0.29929988331388,0.564766374212073,0.0192127693656225,0.019486955468865776,1.2,4.2,1,1.5
3.1622776601683795,0.0007943282347242,0.2010642275522713,74656104.51676412,41326150.247422166,21801623.2324574,0.5275503065717412,0.2920273348519251,0.5315481156872459,0.0159166668568042,0.015555627141857226,1.2,4.2,1,1.5
3.1622776601683795,0.0012589254117941,0.1268629510863424,74452033.16045405,79905840.1578408,17754207.998974796,0.2221891161384986,0.238465052535397,0.4984549329695552,0.0136880173084398,0.011186925320344902,1.2,4.2,1,1.5
3.1622776601683795,0.0019952623149688,0.0800451107303592,77615139.18326013,103266908.671436,12448352.734913332,0.120545418615369,0.1603856266432898,0.4636218988998803,0.0094308670446306,0.009840550893268818,1.2,4.2,1,1.5
3.1622776601683795,0.0031622776601683,0.0505050505050505,77138972.6852033,70309384.62735978,7652675.861626981,0.1088428792569614,0.0992063492063449,0.4347419299308486,0.0092604493569943,0.011925960087794956,1.2,4.2,1,1.5
3.1622776601683795,0.0050118723362727,0.0318665325495047,75948556.44006123,43911054.09401638,4115439.018919399,0.0937221641299701,0.0541871921182242,0.4123825356906442,0.0091854893741572,0.015090827983447169,1.2,4.2,1,1.5
3.1622776601683795,0.0079432823472428,0.0201064227552271,75234306.69297598,26592198.321835723,2618915.7393123447,0.0984843640084418,0.034810126582277,0.3948638342985059,0.0081393946540638,0.019392012368280157,1.2,4.2,1,1.5
3.1622776601683795,0.0125892541179416,0.0126862951086342,69928451.42891417,17157299.28176787,1904665.99222716,0.1110119932599849,0.027237354085602,0.3817239193202882,0.0076627413539294,0.024142127352489346,1.2,4.2,1,1.5
3.1622776601683795,0.0199526231496888,0.0080045110730359,73159581.23715694,8497871.395677796,850297.3179585536,0.1000600360216128,0.0116225011622496,0.3735862561263607,0.0064032747243343,0.0343040125721178,1.2,4.2,1,1.5
3.1622776601683795,0.0316227766016838,0.005050505050505,74213949.91142564,6106835.33757833,612214.0689301586,0.100250626566416,0.0082493125572865,0.3677446761170058,0.0063187149067034,0.04046615074186221,1.2,4.2,1,1.5
5.011872336272724,0.0003162277660168,0.8004511073035928,19371484.11100036,4275570.766640191,3855484.7476921994,0.9017473825423074,0.1990288779940618,0.7452990187693614,0.0231167216308436,0.048361854988363595,1.2,4.2,1,1.5
5.011872336272724,0.0005011872336272,0.5050505050505049,36698832.24309119,12411011.451523438,11019853.240742924,0.8879093604728121,0.300278035217796,0.7265568623362627,0.0139301756876589,0.02838549106322066,1.2,4.2,1,1.5
5.011872336272724,0.0007943282347242,0.3186653254950472,47480602.23480653,21777814.90755453,16189660.93393107,0.7434015305325707,0.3409742120343819,0.6870521681863399,0.0114793263243955,0.021428553161394123,1.2,4.2,1,1.5
5.011872336272724,0.0012589254117941,0.2010642275522713,53262623.99692517,36382521.64081073,20339111.845568728,0.5590352435262237,0.3818646232439261,0.640084627604714,0.0102306300878311,0.0165788194460791,1.2,4.2,1,1.5
5.011872336272724,0.0019952623149688,0.1268629510863423,55745492.16536435,58095713.95220213,17107982.037326314,0.2944792459457817,0.3068944478340403,0.5903303765864367,0.0075333853671291,0.013119822317000119,1.2,4.2,1,1.5
