Q2,x,y,gen,rec,gen_rec,purity,stability
1.2589254117941673,0.0019952623149688807,0.7694601761953572,46349148.98318324,5010829.045823525,1299081.5919073585,0.25925482191218036,0.028028164926581528
1.2589254117941673,0.0031622776601683794,0.4854965494554844,74814321.84214441,13519208.235350365,2385198.98842007,0.1764303757215006,0.03188158269285333
1.2589254117941673,0.005011872336272725,0.3063276135987292,92149607.34727015,21515604.05201013,3492612.8044722555,0.1623292934760041,0.03790154841691489
1.2589254117941673,0.007943282347242814,0.193279657617209,111848795.42127666,29651130.92632442,4855583.654998007,0.16375711493308326,0.04341203351104078
1.2589254117941673,0.012589254117941675,0.1219512195121951,124775722.08173282,41524807.47977118,6388925.861839461,0.15385804894945818,0.05120327700972528
1.2589254117941673,0.01995262314968881,0.0769460176195357,137212831.09277916,51399404.7363469,7538932.516970552,0.14667353747852693,0.05494334937140794
1.2589254117941673,0.03162277660168381,0.04854965494554842,147584187.4084921,59717768.01009904,9753760.149074875,0.16333095616409155,0.0660894660894656
1.2589254117941673,0.05011872336272725,0.030632761359872918,154462930.91973495,70828415.36764492,13118594.436310288,0.18521654576367924,0.08493037363849601
1.2589254117941673,0.07943282347242818,0.01932796576172089,161575935.0459118,72759358.8274615,15035272.194862105,0.20664382475546714,0.09305390800053136
1.2589254117941673,0.12589254117941676,0.01219512195121951,156549980.0346012,65386397.5132961,13736190.602954762,0.2100771892221399,0.0877431641953499
1.2589254117941673,0.19952623149688808,0.007694601761953572,149436975.90842438,49799518.27414384,11649141.488087228,0.23392076654154145,0.0779535413994584
1.9952623149688797,0.0031622776601683794,0.7694601761953576,33668206.603979535,7279745.394642291,1320394.7169183018,0.18137924409967401,0.03921785120453172
1.9952623149688797,0.005011872336272725,0.48549654945548426,53901254.55985979,17310221.888194345,1852788.4999334451,0.10703435876792866,0.03437375465678335
1.9952623149688797,0.007943282347242814,0.30632761359872934,69873552.50898819,26275712.912232988,2832423.7987488373,0.10779626829573735,0.040536421822612904
1.9952623149688797,0.012589254117941675,0.19327965761720894,80308798.08332677,36635544.91268917,4216691.068814068,0.11509835813452211,0.05250596658710936
1.9952623149688797,0.01995262314968881,0.12195121951219504,90062558.23240243,46978093.21358083,5196326.367629441,0.11061169179440519,0.05769685504847144
1.9952623149688797,0.03162277660168381,0.07694601761953572,94854252.62878239,61257911.71417658,6729668.574470895,0.10985794954733145,0.07094746295464309
1.9952623149688797,0.05011872336272725,0.04854965494554843,100433914.54812261,68657437.71151662,8965792.626114683,0.13058734676040434,0.089270568278196
1.9952623149688797,0.07943282347242818,0.03063276135987292,104884866.23187111,76997495.11106205,11329695.194995258,0.1471436853712342,0.10802030456852059
1.9952623149688797,0.12589254117941676,0.01932796576172089,103415413.28364792,73802714.17491041,11457473.712232046,0.1552446118049012,0.11079077429982775
1.9952623149688797,0.19952623149688808,0.012195121951219506,97899640.6229261,58816341.42969676,9988020.764008986,0.1698171039072139,0.10202305851641702
1.9952623149688797,0.3162277660168381,0.007694601761953573,83332889.65793101,34164849.218173034,6069479.568747492,0.17765275444327153,0.07283414260158015
3.1622776601683795,0.005011872336272725,0.7694601761953573,23860330.378467035,7254194.179147174,894449.620657526,0.12330103090274326,0.03748689169303079
3.1622776601683795,0.007943282347242814,0.48549654945548454,41655796.619195074,18131661.850898355,2214827.6321043493,0.12215248940320454,0.05316973415132703
3.1622776601683795,0.012589254117941675,0.30632761359872923,49705843.20511341,24240251.517824832,2342606.14934114,0.09664116511408834,0.04712939160239712
3.1622776601683795,0.01995262314968881,0.19327965761720883,56009583.388795495,35763267.273811094,3066684.4136829535,0.08574955946289171,0.05475285171102401
3.1622776601683795,0.03162277660168381,0.12195121951219506,60801277.78517546,43428124.431645155,4408358.84466925,0.10150930767475125,0.07250437828370926
3.1622776601683795,0.05011872336272725,0.07694601761953573,66998535.87116021,52050612.36194877,5579661.919339805,0.1071968544873216,0.08328035600762423
3.1622776601683795,0.07943282347242818,0.04854965494554843,65678157.859713286,57697671.056885466,6857447.091707683,0.11885136724057316,0.10440985732813943
3.1622776601683795,0.12589254117941676,0.03063276135987292,66104086.250502616,58570031.202728726,8113935.844536097,0.1385339170548039,0.12274484536081766
3.1622776601683795,0.19952623149688808,0.019327965761720887,60524424.33116239,47350035.581414215,6708372.154931431,0.1416761798076577,0.11083743842363934
3.1622776601683795,0.3162277660168381,0.012195121951219507,51686410.222283795,33200364.322759394,5643551.177958199,0.16998461592451417,0.10918829831066637
3.1622776601683795,0.5011872336272725,0.007694601761953574,31220551.044856492,14082484.059148362,2491681.0861173957,0.17693477057399773,0.07980900409276709
5.011872336272724,0.007943282347242814,0.7694601761953579,18180081.6055316,7782115.297197639,939427.2861316672,0.120716187084758,0.05167343615475469
5.011872336272724,0.012589254117941675,0.4854965494554845,29431651.803541306,15990179.473294014,1426860.1091441477,0.08923352683609444,0.04848046309695957
5.011872336272724,0.01995262314968881,0.3063276135987291,33648342.87235567,19015854.62674392,2129641.953946489,0.11199296564622228,0.06329113924050418
5.011872336272724,0.03162277660168381,0.1932796576172089,38780779.9813671,25524972.575015035,2981498.735525093,0.11680712787301935,0.07688083470620256
5.011872336272724,0.05011872336272725,0.12195121951219509,42337282.044458,30517266.470351655,3705576.9998669066,0.12142558716610395,0.08752515090542924
5.011872336272724,0.07943282347242818,0.07694601761953575,42443764.142155334,33775978.33836203,4195394.649274603,0.1242123797938834,0.09884596086301684
5.011872336272724,0.12589254117941676,0.048549654945548436,41272461.06748468,35559895.50676667,5366697.7239451585,0.15091995202640382,0.1300309597523167
