Q2,x,y,sigma_red_0,sigma_red_unc
1.2589254117941673,0.0001258925411794,0.505050505050505,0.3336298129055954,0.028489554001203725
1.2589254117941673,0.0001995262314968,0.3186653254950473,0.30646176366753136,0.02282613292130908
1.2589254117941673,0.0003162277660168,0.2010642275522713,0.28580929359056256,0.02430008741899132
1.2589254117941673,0.0005011872336272,0.1268629510863423,0.2691452703032735,0.01651536304794707
1.2589254117941673,0.0007943282347242,0.0800451107303592,0.2547339546963825,0.013636105548429115
1.2589254117941673,0.0012589254117941,0.0505050505050505,0.24066753557648757,0.012461397919949237
1.2589254117941673,0.0019952623149688,0.0318665325495046,0.22486106321611066,0.00917061738600233
1.2589254117941673,0.0031622776601683,0.0201064227552271,0.21286221653997972,0.008488145868722267
1.2589254117941673,0.0050118723362727,0.0126862951086342,0.2067565817194103,0.008750962597185347
1.2589254117941673,0.0079432823472428,0.0080045110730359,0.20523254306142974,0.00775572606820905
1.2589254117941673,0.0125892541179416,0.005050505050505,0.20563373410423322,0.007700288364539402
1.99526231496888,0.0001258925411794,0.8004511073035926,0.5186274379482589,0.045599821649155624
1.99526231496888,0.0001995262314968,0.5050505050505053,0.4725165978449143,0.02886979995251085
1.99526231496888,0.0003162277660168,0.3186653254950471,0.4413644056743962,0.02577018445316673
1.99526231496888,0.0005011872336272,0.2010642275522712,0.41683664115832464,0.02040800447106721
1.99526231496888,0.0007943282347242,0.1268629510863424,0.3949282242031776,0.01833153866575223
1.99526231496888,0.0012589254117941,0.0800451107303592,0.37312534798200103,0.01631163326011513
1.99526231496888,0.0019952623149688,0.0505050505050504,0.34915853160631827,0.011593372539505008
1.99526231496888,0.0031622776601683,0.0318665325495047,0.33035244117779056,0.010914891340621435
1.99526231496888,0.0050118723362727,0.0201064227552271,0.3187682737690794,0.010842927139505572
1.99526231496888,0.0079432823472428,0.0126862951086342,0.3125805149785478,0.009388756478323781
1.99526231496888,0.0125892541179416,0.0080045110730359,0.3091050790934028,0.008739456190793254
1.99526231496888,0.0199526231496888,0.005050505050505,0.30863247063197724,0.007794894891569484
3.1622776601683795,0.0001995262314968,0.800451107303593,0.635776544186823,0.03578276426911644
3.1622776601683795,0.0003162277660168,0.5050505050505051,0.5989824427989574,0.021719184222732564
3.1622776601683795,0.0005011872336272,0.3186653254950469,0.564766374212073,0.01921276936562257
3.1622776601683795,0.0007943282347242,0.2010642275522713,0.5315481156872459,0.015916666856804224
3.1622776601683795,0.0012589254117941,0.1268629510863424,0.4984549329695552,0.013688017308439831
3.1622776601683795,0.0019952623149688,0.0800451107303592,0.4636218988998803,0.009430867044630633
3.1622776601683795,0.0031622776601683,0.0505050505050505,0.43474192993084865,0.009260449356994353
3.1622776601683795,0.0050118723362727,0.0318665325495047,0.4123825356906442,0.009185489374157208
3.1622776601683795,0.0079432823472428,0.0201064227552271,0.3948638342985059,0.008139394654063884
3.1622776601683795,0.0125892541179416,0.0126862951086342,0.3817239193202882,0.007662741353929438
3.1622776601683795,0.0199526231496888,0.0080045110730359,0.3735862561263607,0.006403274724334373
3.1622776601683795,0.0316227766016838,0.005050505050505,0.3677446761170058,0.006318714906703454
5.011872336272724,0.0003162277660168,0.8004511073035928,0.7452990187693614,0.023116721630843603
5.011872336272724,0.0005011872336272,0.5050505050505049,0.7265568623362627,0.013930175687658987
