Q2,x,y,gen,rec,gen_rec,purity,stability
1.2589254117941673,0.00012589254117941674,0.505050505050505,74965867.32793671,17835836.54149878,13230626.267435223,0.7418001525553019,0.17648867063137025
1.2589254117941673,0.00019952623149688788,0.3186653254950473,84451529.61964746,21907060.099884223,11564043.524236413,0.5278683434249367,0.13693113169552423
1.2589254117941673,0.00031622776601683794,0.20106422755227135,100573166.76814295,25525925.485115726,9693389.424727544,0.37974683544304005,0.09638146770374911
1.2589254117941673,0.0005011872336272725,0.12686295108634238,110470627.54918133,55510810.10560791,7618663.968908639,0.1372464922492452,0.06896551724137552
1.2589254117941673,0.0007943282347242813,0.08004511073035929,119653838.58313446,71601836.55065688,5169807.693188005,0.07220216606497891,0.0432063672541192
1.2589254117941673,0.0012589254117941675,0.0505050505050505,122578861.35691212,42844781.257296264,2925022.773777424,0.0682702230689836,0.023862375138733367
1.2589254117941673,0.0019952623149688807,0.031866532549504695,130299561.00397642,23037955.532769065,2108737.3485372127,0.09153318077803196,0.016183764030278346
1.2589254117941673,0.0031622776601683794,0.020106422755227137,133224583.77775408,14410838.944761738,1326463.8160153434,0.09204625914562078,0.00995659943834508
1.2589254117941673,0.005011872336272725,0.012686295108634239,136863856.29861698,8659427.886089927,714249.747085185,0.08248232521602498,0.005218687872763107
1.2589254117941673,0.007943282347242814,0.008004511073035929,138122296.32919574,5848344.95291893,646225.9616485008,0.11049723756906081,0.0046786505786749226
1.2589254117941673,0.012589254117941675,0.005050505050505049,143122044.55879244,3715799.2794788782,612214.0689301586,0.16475972540045772,0.004277566539923694
1.9952623149688797,0.00012589254117941674,0.8004511073035926,31555500.577646717,6217661.183314028,4931724.44415961,0.7931799914402845,0.15628731453726785
1.9952623149688797,0.00019952623149688788,0.5050505050505053,50575684.47217592,16898808.89710848,12448352.734913332,0.7366408372748297,0.24613315400134153
1.9952623149688797,0.00031622776601683794,0.3186653254950471,71935153.09929653,27884650.24513269,17346065.286354702,0.6220650118924295,0.24113475177304286
1.9952623149688797,0.0005011872336272725,0.20106422755227124,88226849.71138375,41649263.22824644,18536481.531496644,0.4450614511453168,0.21010023130299887
1.9952623149688797,0.0007943282347242813,0.12686295108634246,91389955.73418982,75963861.79178463,13944876.014520427,0.18357249994402658,0.15258652772608272
1.9952623149688797,0.0012589254117941675,0.08004511073035925,98260358.0632955,97935544.48783545,9693389.424727544,0.09897723523589086,0.09865005192107523
1.9952623149688797,0.0019952623149688807,0.05050505050505048,98328381.84873219,60066703.13523021,4897712.551441268,0.08153789530307466,0.04980975441023611
1.9952623149688797,0.0031622776601683794,0.03186653254950471,102375797.08221523,37513417.0736957,2822987.0956223975,0.07525273131148237,0.02757475083056333
1.9952623149688797,0.005011872336272725,0.020106422755227126,102273761.4040602,19839137.022609077,1564547.0650437383,0.07886164923709883,0.01529763884269956
1.9952623149688797,0.007943282347242814,0.012686295108634248,103464177.64920227,12762962.742558017,1360475.7087336855,0.106595602931378,0.013149243918473991
1.9952623149688797,0.012589254117941675,0.008004511073035925,102817951.68755372,7625466.347452307,646225.9616485008,0.08474576271186443,0.006285147204763149
1.9952623149688797,0.01995262314968881,0.0050505050505050475,104144415.50356917,5299052.885517705,374130.81990176364,0.07060333761232351,0.0035924232527757734
3.1622776601683795,0.00019952623149688788,0.800451107303593,20597701.941747654,5060900.62683863,4017642.9132414986,0.7938592771285418,0.19505296875368872
3.1622776601683795,0.00031622776601683794,0.5050505050505051,44861686.49549397,14798574.521750849,12516376.520350019,0.8457825787175332,0.27899924184988445
3.1622776601683795,0.0005011872336272725,0.31866532549504695,58296384.11924022,26333707.93717633,17448100.964509726,0.6625766871165741,0.29929988331388
3.1622776601683795,0.0007943282347242813,0.20106422755227138,74656104.51676412,41326150.247422166,21801623.2324574,0.5275503065717412,0.29202733485192517
3.1622776601683795,0.0012589254117941675,0.1268629510863424,74452033.16045405,79905840.1578408,17754207.998974796,0.22218911613849862,0.23846505253539702
3.1622776601683795,0.0019952623149688807,0.08004511073035923,77615139.18326013,103266908.67143601,12448352.734913332,0.120545418615369,0.1603856266432898
3.1622776601683795,0.0031622776601683794,0.05050505050505051,77138972.6852033,70309384.62735978,7652675.861626981,0.10884287925696144,0.09920634920634493
3.1622776601683795,0.005011872336272725,0.0318665325495047,75948556.44006123,43911054.09401638,4115439.0189193985,0.0937221641299701,0.054187192118224294
3.1622776601683795,0.007943282347242814,0.02010642275522714,75234306.69297598,26592198.321835723,2618915.7393123447,0.09848436400844181,0.034810126582277015
3.1622776601683795,0.012589254117941675,0.01268629510863424,69928451.42891417,17157299.28176787,1904665.9922271597,0.11101199325998495,0.027237354085602045
3.1622776601683795,0.01995262314968881,0.008004511073035922,73159581.23715694,8497871.395677796,850297.3179585536,0.10006003602161283,0.011622501162249641
3.1622776601683795,0.03162277660168381,0.005050505050505048,74213949.91142564,6106835.33757833,612214.0689301586,0.10025062656641608,0.008249312557286552
5.011872336272724,0.00031622776601683794,0.8004511073035928,19371484.11100036,4275570.766640191,3855484.7476921985,0.9017473825423074,0.19902887799406188
5.011872336272724,0.0005011872336272725,0.5050505050505049,36698832.24309119,12411011.451523438,11019853.240742924,0.8879093604728121,0.300278035217796
5.011872336272724,0.0007943282347242813,0.3186653254950472,47480602.23480653,21777814.907554526,16189660.93393107,0.7434015305325707,0.3409742120343819
5.011872336272724,0.0012589254117941675,0.20106422755227132,53262623.99692517,36382521.64081073,20339111.845568728,0.5590352435262237,0.3818646232439261
