Q2,x,y,sigma_red_0,sigma_red_unc
1.2589254117941673,0.0005011872336272,0.6279716078773947,0.28117140380485584,0.021932886086423745
1.2589254117941673,0.0007943282347242,0.3962232981152785,0.2568922247015654,0.014881899052178614
1.2589254117941673,0.0012589254117941,0.2499999999999999,0.24063663535487892,0.012739556749319477
1.2589254117941673,0.0019952623149688,0.1577393361200482,0.2245777685814413,0.009217145983172019
1.2589254117941673,0.0031622776601683,0.0995267926383743,0.2126715101726191,0.008506023347903851
1.2589254117941673,0.0050118723362727,0.0627971607877394,0.206655593502464,0.008755294543274434
1.2589254117941673,0.0079432823472428,0.0396223298115278,0.20518352955112903,0.007756466113007694
1.2589254117941673,0.0125892541179416,0.0249999999999999,0.2056112360483401,0.007700611638051381
1.2589254117941673,0.0199526231496888,0.0157739336120048,0.2074380950849638,0.007249059412902585
1.2589254117941673,0.0316227766016838,0.0099526792638374,0.21043113151722098,0.006513435960320561
1.2589254117941673,0.0501187233627272,0.0062797160787739,0.21235225980658173,0.0051728670838879056
1.99526231496888,0.0007943282347242,0.6279716078773953,0.3958025899255859,0.024366203527338003
1.99526231496888,0.0012589254117941,0.3962232981152783,0.3706495616228255,0.01738215972124054
1.99526231496888,0.0019952623149688,0.2499999999999999,0.34742899527265714,0.011787712377731161
1.99526231496888,0.0031622776601683,0.1577393361200483,0.3294758466841164,0.01098127126456361
1.99526231496888,0.0050118723362727,0.0995267926383742,0.31836289000327567,0.010858772487085229
1.99526231496888,0.0079432823472428,0.0627971607877395,0.31240004511958736,0.009392738437308014
1.99526231496888,0.0125892541179416,0.0396223298115278,0.30902719985447336,0.008741127976651865
1.99526231496888,0.0199526231496888,0.0249999999999999,0.30859995408644625,0.007795522019834613
1.99526231496888,0.0316227766016838,0.0157739336120048,0.31002798547511073,0.007301590026487016
1.99526231496888,0.0501187233627272,0.0099526792638374,0.3105955661262305,0.0058713384998112395
1.99526231496888,0.0794328234724281,0.0062797160787739,0.3103293557651896,0.007387860677328359
3.1622776601683795,0.0012589254117941,0.6279716078773949,0.4730769737836002,0.0166339672672701
3.1622776601683795,0.0019952623149688,0.3962232981152782,0.4533565349711163,0.009980822511380022
3.1622776601683795,0.0031622776601683,0.25,0.4307500658196613,0.00943544069379028
3.1622776601683795,0.0050118723362727,0.1577393361200482,0.4108272137525048,0.009226441129697503
3.1622776601683795,0.0079432823472428,0.0995267926383743,0.39425404511515627,0.008151975000640717
3.1622776601683795,0.0125892541179416,0.0627971607877394,0.3814858857066832,0.007667546284616313
3.1622776601683795,0.0199526231496888,0.0396223298115278,0.37349485219789375,0.006405272675074747
3.1622776601683795,0.0316227766016838,0.0249999999999999,0.3677108537971002,0.0063193071645000175
3.1622776601683795,0.0501187233627272,0.0157739336120048,0.36168047191720015,0.005140256641648743
3.1622776601683795,0.0794328234724281,0.0099526792638374,0.35590150584727126,0.005569289904044123
3.1622776601683795,0.1258925411794167,0.0062797160787739,0.3529008665976527,0.005014394824761772
5.011872336272724,0.0019952623149688,0.6279716078773948,0.5438104844693317,0.008845812232689232
5.011872336272724,0.0031622776601683,0.3962232981152784,0.5300135455025433,0.008070965334160705
5.011872336272724,0.0050118723362727,0.2499999999999999,0.5013517549122758,0.00791597810256842
5.011872336272724,0.0079432823472428,0.1577393361200483,0.4711026628672359,0.007104818758154695
