Q2,x,y,gen,rec,gen_rec,purity,stability
1.2589254117941673,0.0005011872336272725,0.6279716078773947,63111645.11976824,29439324.39460077,26211590.2050784,0.8903597736735309,0.41532097848718946
1.2589254117941673,0.0007943282347242813,0.3962232981152785,81369073.19058101,39501243.58423547,33660207.56551455,0.852130325814552,0.4136732329084822
1.2589254117941673,0.0012589254117941675,0.24999999999999994,92463427.31814916,49981165.3514808,31523051.529608827,0.630698610325117,0.34092454112850445
1.2589254117941673,0.0019952623149688807,0.15773933612004823,111917832.99793582,59834083.25230974,28128744.88434678,0.4701124067654357,0.25133389497333797
1.2589254117941673,0.0031622776601683794,0.09952679263837431,118329301.10565226,72374160.58063748,26400162.796481848,0.36477331943722435,0.22310756972112958
1.2589254117941673,0.005011872336272725,0.06279716078773949,122446469.3512937,84496235.3313543,27405883.2839669,0.32434442997956037,0.2238193018480638
1.2589254117941673,0.007943282347242814,0.03962232981152784,135049404.21008927,97364743.25637634,32151626.834286984,0.33021837021258105,0.23807307423785734
1.2589254117941673,0.012589254117941675,0.024999999999999998,143252311.93613824,114861136.86209077,38971668.89004435,0.3392937764218379,0.2720491443615785
1.2589254117941673,0.01995262314968881,0.015773933612004822,144886607.72830126,121967180.68147649,43214552.1966214,0.35431295497006204,0.29826464208244513
1.2589254117941673,0.03162277660168381,0.009952679263837425,147966626.72122386,127431071.51739073,45445994.528228596,0.3566319735609106,0.30713678844521475
1.2589254117941673,0.05011872336272725,0.006279716078773949,158149546.6570088,119996597.1013107,40417392.090803936,0.3368211521588429,0.2555643879173443
1.9952623149688797,0.0007943282347242813,0.6279716078773953,40637500.28589992,19089026.435578402,17914396.18332673,0.9384656804674762,0.44083410783862914
1.9952623149688797,0.0012589254117941675,0.3962232981152783,58614647.16123442,29200465.778823074,25740158.726569783,0.8814982240878227,0.43914209115283015
1.9952623149688797,0.0019952623149688807,0.2499999999999999,72914735.3426608,39351956.94937442,25457299.839464612,0.646913185847783,0.3491379310344984
1.9952623149688797,0.0031622776601683794,0.1577393361200483,84951952.42724608,51324745.0652302,25740158.726569783,0.5015155690272952,0.3029966703662753
1.9952623149688797,0.005011872336272725,0.09952679263837429,88126257.7158704,58400931.55764371,22660139.733646814,0.38800990205576574,0.2571326676177016
1.9952623149688797,0.007943282347242814,0.06279716078773952,97806317.40791287,72135301.96485981,26463020.326949663,0.3668525618682643,0.2705655526992443
1.9952623149688797,0.012589254117941675,0.03962232981152783,97397743.45987211,81689646.59596667,27091595.63162782,0.3316405047707164,0.27815424330430777
1.9952623149688797,0.01995262314968881,0.024999999999999988,103274922.55861218,91512707.1698234,32025911.773351353,0.3499613634412511,0.31010346926356214
1.9952623149688797,0.03162277660168381,0.015773933612004822,103117778.73244266,99365184.16351435,35545933.4795488,0.35773026315791623,0.3447119780554914
1.9952623149688797,0.05011872336272725,0.009952679263837428,109560675.605393,97096027.31362647,36834512.854138866,0.37936168835374695,0.3362019506598016
1.9952623149688797,0.07943282347242818,0.006279716078773948,103683496.50665294,88915119.72324122,29008750.3108962,0.32625216499948884,0.27978175204609185
3.1622776601683795,0.0012589254117941675,0.6279716078773949,32259327.53516589,14623170.515165785,13422765.518124247,0.9179107570552781,0.4160894396664683
3.1622776601683795,0.0019952623149688807,0.3962232981152782,48526013.5211512,23736574.942908194,21748705.541863486,0.9162528963919192,0.44818652849741725
3.1622776601683795,0.0031622776601683794,0.25,57546069.14328168,31021762.724128034,21654419.246161763,0.6980396129881891,0.376297105406892
3.1622776601683795,0.005011872336272725,0.15773933612004826,63863250.95529641,40546250.02826278,19108689.262215227,0.4712812960235659,0.2992125984252055
3.1622776601683795,0.007943282347242814,0.09952679263837433,66408980.939242646,46577430.07664898,18385827.661835346,0.39473684210526794,0.2768575485092367
3.1622776601683795,0.012589254117941675,0.06279716078773949,69520428.69739915,54668765.6861176,19642978.27119166,0.3593089769754895,0.28254972875227
3.1622776601683795,0.01995262314968881,0.039622329811527815,68734709.56655155,60670088.40753159,21025843.941483606,0.34656029838376595,0.3058984910836873
3.1622776601683795,0.03162277660168381,0.024999999999999984,71689013.49853854,68074705.4966394,26243018.97031231,0.38550323176363693,0.36606751424815326
3.1622776601683795,0.05011872336272725,0.015773933612004826,70211861.53254505,69209283.92158334,26400162.796481848,0.38145406657283437,0.3760071620411984
3.1622776601683795,0.07943282347242818,0.009952679263837428,67728989.07906662,62252526.73705866,23257286.273091063,0.373595860153996,0.3433874709976931
3.1622776601683795,0.12589254117941676,0.0062797160787739495,66063264.5216697,58818934.13525464,20397268.63680545,0.34678065722683377,0.3087535680304574
5.011872336272724,0.0019952623149688807,0.6279716078773948,25808597.816233035,11541048.191845259,10877142.961582977,0.9424744425960038,0.42145423935978016
5.011872336272724,0.0031622776601683794,0.3962232981152784,35388789.65337928,18247924.030188777,16531530.513034796,0.9059403407031708,0.46714031971580017
5.011872336272724,0.005011872336272725,0.24999999999999994,41328826.282587156,23378287.019241646,16468672.982566984,0.7044431000873733,0.3984790874524699
5.011872336272724,0.007943282347242814,0.15773933612004837,46891717.728988186,30544045.49257263,15494381.260315899,0.5072799300303443,0.3304289544235946
5.011872336272724,0.012589254117941675,0.09952679263837431,47331720.44226284,34515069.97987658,13860085.468152788,0.4015661992351073,0.2928286852589667
5.011872336272724,0.01995262314968881,0.06279716078773948,47708865.62506969,40098390.123679645,15400094.96461418,0.3840576870321742,0.32279314888010785
5.011872336272724,0.03162277660168381,0.03962232981152782,45948854.77197106,41740543.107151136,16500101.74780089,0.39530155861757427,0.3590971272229836
