Q2,x,y,sigma_red_0,sigma_red_unc
1.2589254117941673,0.0019952623149688,0.7694601761953572,0.2135040261689061,0.012251145910075444
1.2589254117941673,0.0031622776601683,0.4854965494554844,0.20610670598183256,0.009241605383461542
1.2589254117941673,0.0050118723362727,0.3063276135987292,0.20358304080490142,0.008896365588952496
1.2589254117941673,0.0079432823472428,0.193279657617209,0.2038156750160671,0.007778083003733592
1.2589254117941673,0.0125892541179416,0.1219512195121951,0.20501697040693503,0.007709227709560165
1.2589254117941673,0.0199526231496888,0.0769460176195357,0.2071860066618783,0.0072516159667321755
1.2589254117941673,0.0316227766016838,0.0485496549455484,0.21032773203521507,0.006514931932250552
1.2589254117941673,0.0501187233627272,0.0306327613598729,0.21231253498554867,0.005173437568814389
1.2589254117941673,0.0794328234724281,0.0193279657617208,0.21310382147443274,0.006663917388123173
1.2589254117941673,0.1258925411794167,0.0121951219512195,0.21843798671254047,0.004608504513724954
1.2589254117941673,0.199526231496888,0.0076946017619535,0.21942441694336937,0.004008210488916076
1.99526231496888,0.0031622776601683,0.7694601761953576,0.29521611775562284,0.01449044549472289
1.99526231496888,0.0050118723362727,0.4854965494554842,0.30440103604787916,0.011483990209264404
1.99526231496888,0.0079432823472428,0.3063276135987293,0.30690251259656814,0.009521370425805555
1.99526231496888,0.0125892541179416,0.1932796576172089,0.30684796783443974,0.008788417412639892
1.99526231496888,0.0199526231496888,0.121951219512195,0.30773619632983334,0.007812078566549308
1.99526231496888,0.0316227766016838,0.0769460176195357,0.3096921324170137,0.007307707242728126
1.99526231496888,0.0501187233627272,0.0485496549455484,0.31047203803166123,0.005873309581157636
1.99526231496888,0.0794328234724281,0.0306327613598729,0.31028785493944555,0.007388156677609875
1.99526231496888,0.1258925411794167,0.0193279657617208,0.31481542863846024,0.00562427909974401
1.99526231496888,0.199526231496888,0.0121951219512195,0.31410468824219573,0.0047887917920214716
1.99526231496888,0.3162277660168381,0.0076946017619535,0.26777048888590016,0.004445131794396162
3.1622776601683795,0.0050118723362727,0.7694601761953573,0.35001988281459145,0.011344192572725986
3.1622776601683795,0.0079432823472428,0.4854965494554845,0.373231437261043,0.008631118975505284
3.1622776601683795,0.0125892541179416,0.3063276135987292,0.3742169594002017,0.007817928332039042
3.1622776601683795,0.0199526231496888,0.1932796576172088,0.37092228863165627,0.006461316450052713
3.1622776601683795,0.0316227766016838,0.121951219512195,0.3668000870937036,0.0063348946002902634
3.1622776601683795,0.0501187233627272,0.0769460176195357,0.36137044299862164,0.005144274017306959
3.1622776601683795,0.0794328234724281,0.0485496549455484,0.3558039342156873,0.005569959304114939
3.1622776601683795,0.1258925411794167,0.0306327613598729,0.35287242200772256,0.005014645019482122
3.1622776601683795,0.199526231496888,0.0193279657617208,0.34364198402819285,0.004214157482576098
3.1622776601683795,0.3162277660168381,0.0121951219512195,0.2872636463764465,0.004740016190276866
3.1622776601683795,0.5011872336272725,0.0076946017619535,0.16765058326071336,0.003323572708518559
5.011872336272724,0.0079432823472428,0.7694601761953579,0.3977272437139464,0.008404646390448526
5.011872336272724,0.0125892541179416,0.4854965494554845,0.4209448390200948,0.007092913688882901
5.011872336272724,0.0199526231496888,0.3063276135987291,0.4147491280267532,0.005780054092853807
5.011872336272724,0.0316227766016838,0.1932796576172089,0.4011675345224219,0.005573029796544362
5.011872336272724,0.0501187233627272,0.121951219512195,0.3861583891408065,0.004616281971950114
5.011872336272724,0.0794328234724281,0.0769460176195357,0.37212564503521955,0.004475811668671322
5.011872336272724,0.1258925411794167,0.0485496549455484,0.36076513055296905,0.004153516139597244
5.011872336272724,0.199526231496888,0.0306327613598729,0.3425601415721714,0.0034968737594271737
5.011872336272724,0.3162277660168381,0.0193279657617208,0.27857509179734635,0.0040489243740099885
5.011872336272724,0.5011872336272725,0.0121951219512195,0.15248845142566492,0.002532930076505976
5.011872336272724,0.7943282347242817,0.0076946017619535,0.024029746460591594,0.0019192365650142762
7.943282347242816,0.0125892541179416,0.7694601761953576,0.42760039230858476,0.006921054720362511
7.943282347242816,0.0199526231496888,0.4854965494554841,0.4435066293427705,0.00533828932095464
7.943282347242816,0.0316227766016838,0.3063276135987291,0.4283406467786565,0.005026690060847193
7.943282347242816,0.0501187233627272,0.1932796576172089,0.4062751406746674,0.004236689105742124
7.943282347242816,0.0794328234724281,0.121951219512195,0.3848403336041655,0.0038577458691069796
7.943282347242816,0.1258925411794167,0.0769460176195357,0.36591200498322285,0.0035979397774052774
7.943282347242816,0.199526231496888,0.0485496549455484,0.33967525538393867,0.0030974446979308403
7.943282347242816,0.3162277660168381,0.0306327613598729,0.26900755368565243,0.003526529053975065
7.943282347242816,0.5011872336272725,0.0193279657617208,0.13899070785141468,0.00227990939619354
7.943282347242816,0.7943282347242817,0.0121951219512195,0.016994635016941893,0.001135731434248012
12.589254117941676,0.0199526231496888,0.7694601761953572,0.44015372364430666,0.005262964654161264
12.589254117941676,0.0316227766016838,0.4854965494554842,0.44448365065199236,0.004665498544326033
12.589254117941676,0.0501187233627272,0.3063276135987292,0.4215061930323152,0.0039566858936653125
12.589254117941676,0.0794328234724281,0.1932796576172089,0.39437487202303306,0.0034841343770248318
12.589254117941676,0.1258925411794167,0.1219512195121951,0.3690211941876637,0.0032259398239864205
12.589254117941676,0.199526231496888,0.0769460176195357,0.33570051277192825,0.0028561236301410556
12.589254117941676,0.3162277660168381,0.0485496549455484,0.2592897024819263,0.003122579439178451
12.589254117941676,0.5011872336272725,0.0306327613598729,0.1272280014608223,0.0021357338854420395
12.589254117941676,0.7943282347242817,0.0193279657617208,0.01265294738068243,0.0009644232281704027
19.952623149688808,0.0316227766016838,0.7694601761953577,0.43681667191700485,0.004509447697378401
19.952623149688808,0.0501187233627272,0.4854965494554845,0.4291325389816382,0.0037565836966841964
19.952623149688808,0.0794328234724281,0.3063276135987293,0.4008065938903968,0.0032404111835179026
19.952623149688808,0.1258925411794167,0.193279657617209,0.37037107572820366,0.002969703398255936
19.952623149688808,0.199526231496888,0.1219512195121951,0.33107141384701577,0.002694334531568932
19.952623149688808,0.3162277660168381,0.0769460176195357,0.2498210122716619,0.002807455893912153
19.952623149688808,0.5011872336272725,0.0485496549455484,0.11704203420122022,0.0020174274270514775
